hotspot_cluster,collision_count,center_lat,center_lon,fatal_count,serious_count,slight_count,avg_casualties,total_casualties,avg_speed_limit,pct_dark,pct_wet,pct_rural,avg_danger_score,lat_spread,lon_spread,fatality_rate,serious_rate,risk_score,risk_rank,risk_tier
1372,7,52.397821428571426,0.26267285714285715,0,3,4,1.0,7,27.142857142857142,0.14285714285714285,0.2857142857142857,0.0,0.5714285714285714,0.0073100000000039245,0.005269999999999997,0.0,0.42857142857142855,14.0,510,Medium
1636,5,50.989926000000004,-1.494322,0,2,3,1.6,8,30.0,0.6,0.2,0.2,1.0,0.00753999999999877,0.007349999999999968,0.0,0.4,14.0,511,Medium
300,6,54.65328333333334,-1.5145633333333333,0,2,4,1.3333333333333333,8,46.666666666666664,0.3333333333333333,0.16666666666666666,1.0,2.0,0.002240000000000464,0.010170000000000012,0.0,0.3333333333333333,14.0,512,Medium
2188,8,51.167578750000004,-0.1784825,0,3,5,1.0,8,30.0,0.375,0.25,0.625,1.375,0.00549999999999784,0.013130000000000003,0.0,0.375,14.0,513,Medium
1071,5,54.40313200000001,-1.7415500000000002,0,2,3,1.0,5,26.0,0.0,0.0,1.0,1.0,0.003830000000000666,0.006179999999999852,0.0,0.4,14.0,514,Medium
1947,7,53.340897142857145,0.2583257142857143,0,3,4,1.0,7,30.0,0.14285714285714285,0.2857142857142857,0.0,0.5714285714285714,0.0033899999999960073,0.00939000000000001,0.0,0.42857142857142855,14.0,515,Medium
229,7,55.922444285714285,-3.2842757142857146,0,3,4,1.0,7,28.571428571428573,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,0.0025300000000001432,0.016020000000000145,0.0,0.42857142857142855,14.0,516,Medium
440,9,52.585033333333335,-0.4189111111111111,0,3,6,2.5555555555555554,23,54.44444444444444,0.3333333333333333,0.0,1.0,2.0,0.008309999999994488,0.013410000000000033,0.0,0.3333333333333333,14.0,517,Medium
1173,5,53.435938,-1.48733,0,2,3,1.0,5,32.0,0.4,0.4,0.0,1.0,0.0022299999999972897,0.013670000000000071,0.0,0.4,14.0,518,Medium
329,9,51.43514555555556,-0.2577788888888889,0,4,5,1.3333333333333333,12,26.666666666666668,0.0,0.0,0.3333333333333333,0.3333333333333333,0.009199999999999875,0.004119999999999957,0.0,0.4444444444444444,14.0,519,Medium
709,5,51.360462,-0.309554,0,2,3,1.6,8,26.0,0.2,0.4,0.2,1.0,0.008270000000003108,0.0040200000000000236,0.0,0.4,14.0,520,Medium
1219,5,53.77278,-1.828592,0,2,3,1.4,7,30.0,0.0,0.2,0.8,1.0,0.003830000000000666,0.0014300000000000423,0.0,0.4,14.0,521,Medium
708,7,51.70726714285714,-3.0453442857142856,0,3,4,1.0,7,31.428571428571427,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.00973000000000468,0.006989999999999608,0.0,0.42857142857142855,14.0,522,Medium
1834,5,51.128912,0.896504,0,2,3,1.2,6,34.0,0.4,0.0,0.4,1.0,0.006260000000004595,0.004369999999999985,0.0,0.4,14.0,523,Medium
582,7,53.55758714285714,-2.6594900000000004,0,3,4,1.2857142857142858,9,30.0,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,0.004820000000002267,0.0050200000000000244,0.0,0.42857142857142855,14.0,524,Medium
1626,5,50.813288,-0.977622,0,2,3,2.4,12,30.0,0.0,0.0,1.0,1.0,0.005340000000003897,0.0022400000000000198,0.0,0.4,14.0,525,Medium
1255,5,53.73081,-1.4983140000000001,0,2,3,2.0,10,46.0,0.2,0.2,0.0,1.0,0.004009999999993852,0.006489999999999885,0.0,0.4,14.0,526,Medium
317,9,52.661228888888886,-1.1663366666666668,1,1,7,1.3333333333333333,12,31.11111111111111,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.8888888888888888,0.005110000000001946,0.012719999999999843,0.1111111111111111,0.2222222222222222,14.0,527,Medium
519,6,55.91479833333333,-3.1172516666666668,0,2,4,2.1666666666666665,13,33.333333333333336,0.3333333333333333,0.3333333333333333,1.0,2.0,0.006480000000003372,0.013199999999999878,0.0,0.3333333333333333,14.0,528,Medium
979,25,52.0269228,-0.604788,0,7,18,1.56,39,62.8,0.48,0.36,1.0,2.76,0.008979999999993993,0.025440000000000018,0.0,0.28,13.93,529,Medium
90,18,53.574067222222226,-1.4182816666666667,0,7,11,1.1666666666666667,21,33.333333333333336,0.3888888888888889,0.2777777777777778,0.2222222222222222,1.1111111111111112,0.01397999999999655,0.026209999999999845,0.0,0.3888888888888889,13.9,530,Medium
697,12,52.49901666666667,-1.7601558333333334,0,5,7,1.25,15,29.166666666666668,0.3333333333333333,0.16666666666666666,0.0,0.6666666666666666,0.013750000000001705,0.012369999999999992,0.0,0.4166666666666667,13.84,531,Medium
1366,12,52.09872583333333,0.1358925,0,4,8,2.0833333333333335,25,54.166666666666664,0.16666666666666666,0.08333333333333333,1.0,1.9166666666666667,0.007349999999995305,0.00913,0.0,0.3333333333333333,13.84,532,Medium
16,540,53.47180155555556,-2.232198925925926,7,194,339,1.2222222222222223,660,28.74074074074074,0.3925925925925926,0.29074074074074074,0.0,0.8666666666666667,0.09794999999999732,0.15819000000000027,0.012962962962962963,0.37222222222222223,13.83,533,Medium
630,10,52.527964999999995,-2.106693,0,4,6,1.2,12,30.0,0.6,0.2,0.0,0.9,0.004379999999997608,0.016610000000000014,0.0,0.4,13.81,534,Medium
1246,10,53.781865,-1.596537,0,4,6,1.4,14,36.0,0.4,0.3,0.0,0.9,0.004060000000002617,0.014839999999999964,0.0,0.4,13.81,535,Medium
2215,9,51.30387666666667,-0.03371888888888888,0,3,6,2.3333333333333335,21,46.666666666666664,0.2222222222222222,0.3333333333333333,0.8888888888888888,1.8888888888888888,0.007210000000000605,0.013779999999999997,0.0,0.3333333333333333,13.78,536,Medium
325,9,52.60601555555556,-0.2317488888888889,0,3,6,1.4444444444444444,13,43.333333333333336,0.4444444444444444,0.3333333333333333,0.6666666666666666,1.8888888888888888,0.006289999999999907,0.015970000000000012,0.0,0.3333333333333333,13.78,537,Medium
1094,8,51.0256725,-2.690105,0,3,5,1.5,12,47.5,0.125,0.125,1.0,1.25,0.0013199999999997658,0.000700000000000145,0.0,0.375,13.75,538,Medium
740,8,54.56031875,-3.5792325000000003,0,3,5,1.25,10,36.25,0.375,0.375,0.25,1.25,0.006909999999997751,0.006899999999999906,0.0,0.375,13.75,539,Medium
1530,8,51.65047875,0.5969975,0,3,5,1.0,8,45.0,0.0,0.0,0.875,1.25,0.006589999999995655,0.01263000000000003,0.0,0.375,13.75,540,Medium
1294,8,53.7081575,-1.50570625,0,3,5,1.25,10,35.0,0.625,0.375,0.0,1.25,0.008190000000006137,0.010220000000000118,0.0,0.375,13.75,541,Medium
449,7,55.931091428571435,-3.2542057142857144,0,3,4,1.4285714285714286,10,30.0,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.004110000000004277,0.008780000000000232,0.0,0.42857142857142855,13.72,542,Medium
1806,7,51.444744285714286,0.3091528571428572,0,3,4,1.1428571428571428,8,28.571428571428573,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.006320000000002324,0.010000000000000009,0.0,0.42857142857142855,13.72,543,Medium
607,14,53.79318857142857,-2.9839864285714284,0,5,9,1.8571428571428572,26,44.285714285714285,0.21428571428571427,0.21428571428571427,0.9285714285714286,1.5,0.008650000000002933,0.01022000000000034,0.0,0.35714285714285715,13.72,544,Medium
1145,7,53.48902285714286,-1.11413,0,2,5,1.5714285714285714,11,60.0,0.14285714285714285,0.42857142857142855,1.0,2.5714285714285716,0.0016800000000003479,0.0045999999999999375,0.0,0.2857142857142857,13.72,545,Medium
528,7,53.40314428571428,-2.7489785714285717,0,2,5,1.1428571428571428,8,52.857142857142854,0.42857142857142855,0.42857142857142855,0.7142857142857143,2.5714285714285716,0.0038599999999959778,0.011350000000000193,0.0,0.2857142857142857,13.72,546,Medium
2222,7,52.52253714285714,-1.5095399999999999,0,3,4,1.0,7,30.0,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.004899999999999238,0.0044399999999999995,0.0,0.42857142857142855,13.72,547,Medium
1992,13,52.742175384615386,0.3825669230769231,0,4,9,1.2307692307692308,16,50.0,0.3076923076923077,0.3076923076923077,0.9230769230769231,2.230769230769231,0.006109999999999616,0.015649999999999997,0.0,0.3076923076923077,13.7,548,Medium
1557,6,51.879016666666665,0.6945633333333333,0,2,4,2.1666666666666665,13,50.0,0.3333333333333333,0.0,1.0,1.8333333333333333,0.0031999999999996476,0.006900000000000017,0.0,0.3333333333333333,13.67,549,Medium
64,6,53.13876333333334,-4.271296666666667,0,2,4,1.1666666666666667,7,21.666666666666668,0.16666666666666666,0.5,1.0,1.8333333333333333,0.00821000000000538,0.0059200000000005915,0.0,0.3333333333333333,13.67,550,Medium
1746,6,51.387789999999995,0.19272166666666668,0,2,4,1.6666666666666667,10,53.333333333333336,0.3333333333333333,0.0,0.8333333333333334,1.8333333333333333,0.005389999999998452,0.004379999999999995,0.0,0.3333333333333333,13.67,551,Medium
495,10,53.532796,-2.424197,0,4,6,1.4,14,29.0,0.3,0.4,0.0,0.8,0.008519999999997196,0.017510000000000137,0.0,0.4,13.61,552,Medium
696,10,53.486641,-1.327056,1,1,8,1.3,13,33.0,0.3,0.5,0.2,1.3,0.006480000000003372,0.01540000000000008,0.1,0.2,13.61,553,Medium
428,15,53.54879266666667,-2.4223226666666666,0,6,9,1.4666666666666666,22,28.0,0.3333333333333333,0.26666666666666666,0.0,0.8,0.007980000000003429,0.021380000000000177,0.0,0.4,13.61,554,Medium
1554,5,51.998092,0.194988,0,1,4,1.6,8,70.0,0.6,0.6,1.0,3.8,0.007440000000002556,0.0004599999999999882,0.0,0.2,13.6,555,Medium
409,5,55.764032,-4.1705,0,2,3,1.2,6,36.0,0.4,0.2,0.0,0.8,0.0016699999999971737,0.012249999999999872,0.0,0.4,13.6,556,Medium
535,5,51.299496,-2.4530459999999996,0,2,3,2.0,10,38.0,0.2,0.2,0.2,0.8,0.0034500000000008413,0.003029999999999866,0.0,0.4,13.6,557,Medium
682,5,51.639044,-3.231814,0,2,3,2.0,10,32.0,0.2,0.0,0.6,0.8,0.004940000000004829,0.009240000000000137,0.0,0.4,13.6,558,Medium
1202,5,52.524685999999996,-1.8837199999999998,0,2,3,1.4,7,48.0,0.4,0.0,0.0,0.8,0.0021500000000003183,0.0037000000000000366,0.0,0.4,13.6,559,Medium
1198,5,52.408632,-1.950594,0,2,3,1.6,8,34.0,0.2,0.4,0.0,0.8,0.004019999999997026,0.01079999999999992,0.0,0.4,13.6,560,Medium
1164,5,53.376099999999994,-1.3943439999999998,0,2,3,1.0,5,34.0,0.4,0.2,0.0,0.8,0.0027400000000028513,0.00529999999999986,0.0,0.4,13.6,561,Medium
724,5,53.396974,-2.15277,0,2,3,1.4,7,30.0,0.4,0.2,0.0,0.8,0.0081999999999951,0.0023900000000001143,0.0,0.4,13.6,562,Medium
1856,5,53.74763,-2.407036,0,2,3,1.6,8,30.0,0.2,0.4,0.0,0.8,0.005389999999998452,0.006240000000000023,0.0,0.4,13.6,563,Medium
554,5,51.525181999999994,0.771032,0,2,3,1.0,5,30.0,0.6,0.2,0.0,0.8,0.002780000000001337,0.011480000000000046,0.0,0.4,13.6,564,Medium
1240,5,53.65131,-1.752838,0,2,3,1.0,5,30.0,0.2,0.6,0.0,0.8,0.0021700000000066666,0.009239999999999915,0.0,0.4,13.6,565,Medium
1395,5,53.226614,-1.305014,0,2,3,1.2,6,30.0,0.2,0.0,0.6,0.8,0.004009999999993852,0.002689999999999859,0.0,0.4,13.6,566,Medium
839,5,51.482493999999996,-3.23778,0,2,3,1.0,5,26.0,0.6,0.2,0.0,0.8,0.002790000000004511,0.009580000000000144,0.0,0.4,13.6,567,Medium
521,5,52.512226,-3.316128,0,2,3,1.0,5,20.0,0.4,0.2,0.0,0.8,0.008069999999996469,0.0034799999999997056,0.0,0.4,13.6,568,Medium
632,5,53.360562,-2.78903,0,1,4,1.2,6,58.0,0.4,0.8,1.0,3.8,0.0012100000000003774,0.0034200000000002007,0.0,0.2,13.6,569,Medium
1846,18,53.71819444444444,-2.629620555555556,0,5,13,1.8333333333333333,33,63.888888888888886,0.2222222222222222,0.3333333333333333,0.9444444444444444,2.611111111111111,0.00484000000000151,0.014979999999999993,0.0,0.2777777777777778,13.57,570,Medium
237,31,53.61244483870968,-2.153625806451613,1,10,20,1.3870967741935485,43,28.387096774193548,0.2903225806451613,0.1935483870967742,0.0,0.6451612903225806,0.02295000000000158,0.024319999999999897,0.03225806451612903,0.3548387096774194,13.56,571,Medium
134,12,50.7293225,-1.16242,0,5,7,1.25,15,30.0,0.3333333333333333,0.08333333333333333,0.0,0.5,0.010210000000000719,0.01265000000000005,0.0,0.4166666666666667,13.51,572,Medium
257,8,53.40063875,-3.11109375,0,3,5,1.5,12,27.5,0.375,0.375,0.0,1.125,0.009920000000001039,0.008639999999999759,0.0,0.375,13.5,573,Medium
1378,7,52.43878285714286,-0.2749142857142857,0,2,5,1.7142857142857142,12,57.142857142857146,0.2857142857142857,0.2857142857142857,1.0,2.4285714285714284,0.0054500000000032855,0.005580000000000029,0.0,0.2857142857142857,13.43,574,Medium
2204,7,51.37885,-0.3667942857142857,0,3,4,1.1428571428571428,8,30.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.00397999999999854,0.009480000000000044,0.0,0.42857142857142855,13.43,575,Medium
1635,7,51.27008,-0.9588714285714286,0,2,5,1.2857142857142858,9,61.42857142857143,0.14285714285714285,0.14285714285714285,1.0,2.4285714285714284,0.005899999999996908,0.007000000000000006,0.0,0.2857142857142857,13.43,576,Medium
220,7,55.18729142857143,-1.5394871428571428,0,2,5,1.0,7,48.57142857142857,0.5714285714285714,0.42857142857142855,1.0,2.4285714285714284,0.0009599999999991837,0.0016300000000000203,0.0,0.2857142857142857,13.43,577,Medium
1402,7,53.186345714285714,-1.3860614285714286,0,3,4,1.0,7,30.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0028700000000014825,0.0050600000000000644,0.0,0.42857142857142855,13.43,578,Medium
699,7,55.978968571428574,-3.22486,0,3,4,1.7142857142857142,12,21.428571428571427,0.2857142857142857,0.0,0.0,0.2857142857142857,0.006199999999999761,0.009369999999999656,0.0,0.42857142857142855,13.43,579,Medium
1466,7,50.86230285714286,0.2638642857142857,0,3,4,1.0,7,30.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0040300000000002,0.013139999999999985,0.0,0.42857142857142855,13.43,580,Medium
984,10,51.905452000000004,-0.5210060000000001,0,4,6,1.0,10,27.0,0.3,0.2,0.0,0.7,0.0070699999999987995,0.007779999999999898,0.0,0.4,13.41,581,Medium
2093,10,52.604033,-1.6432189999999998,0,3,7,1.6,16,59.0,0.3,0.2,0.9,2.2,0.003520000000001744,0.008709999999999996,0.0,0.3,13.41,582,Medium
2070,10,53.105503,-2.023597,0,4,6,1.2,12,28.0,0.4,0.1,0.0,0.7,0.005699999999997374,0.014820000000000277,0.0,0.4,13.41,583,Medium
1493,13,51.627590000000005,0.5576653846153846,0,4,9,1.2307692307692308,16,56.92307692307692,0.23076923076923078,0.07692307692307693,1.0,2.076923076923077,0.002929999999999211,0.011259999999999937,0.0,0.3076923076923077,13.39,584,Medium
1536,16,51.632401875,0.03546625,0,6,10,1.0625,17,35.0,0.25,0.1875,0.5,1.0625,0.017070000000003915,0.013249999999999998,0.0,0.375,13.38,585,Medium
1743,40,51.085118,1.1779025,1,13,26,1.175,47,29.75,0.325,0.25,0.025,0.8,0.019480000000001496,0.03031000000000006,0.025,0.35,13.37,586,Medium
498,6,51.432921666666665,-0.28731999999999996,0,2,4,1.3333333333333333,8,20.0,0.0,0.5,1.0,1.6666666666666667,0.0026599999999987745,0.0010999999999999899,0.0,0.3333333333333333,13.34,587,Medium
1496,12,51.70046250000001,0.1136475,0,5,7,1.0833333333333333,13,30.0,0.25,0.16666666666666666,0.0,0.4166666666666667,0.012180000000000746,0.013740000000000002,0.0,0.4166666666666667,13.34,588,Medium
864,6,53.74454333333333,-0.8686583333333333,0,2,4,1.1666666666666667,7,26.666666666666668,0.3333333333333333,0.16666666666666666,1.0,1.6666666666666667,0.004960000000004072,0.011079999999999979,0.0,0.3333333333333333,13.34,589,Medium
1752,12,51.417404166666664,0.3586375,0,4,8,1.5833333333333333,19,42.5,0.3333333333333333,0.08333333333333333,0.8333333333333334,1.6666666666666667,0.008139999999997372,0.015629999999999977,0.0,0.3333333333333333,13.34,590,Medium
793,6,51.54483,-1.8530283333333333,0,2,4,1.5,9,45.0,0.3333333333333333,0.16666666666666666,1.0,1.6666666666666667,0.004410000000000025,0.006019999999999914,0.0,0.3333333333333333,13.34,591,Medium
1437,6,50.85414666666667,-3.394171666666667,0,2,4,1.5,9,28.333333333333332,0.16666666666666666,0.3333333333333333,1.0,1.6666666666666667,0.005829999999996005,0.0027400000000001867,0.0,0.3333333333333333,13.34,592,Medium
2286,6,50.78856166666667,-0.707735,0,2,4,1.3333333333333333,8,45.0,0.3333333333333333,0.16666666666666666,0.5,1.6666666666666667,0.007719999999999061,0.005079999999999973,0.0,0.3333333333333333,13.34,593,Medium
296,11,53.476662727272725,-2.5979072727272725,0,4,7,1.1818181818181819,13,32.72727272727273,0.36363636363636365,0.2727272727272727,0.18181818181818182,1.1818181818181819,0.0146000000000015,0.018510000000000026,0.0,0.36363636363636365,13.28,594,Medium
1793,11,51.39491,0.17645454545454545,1,2,8,1.3636363636363635,15,30.0,0.09090909090909091,0.18181818181818182,0.0,0.2727272727272727,0.008069999999996469,0.01633000000000001,0.09090909090909091,0.2727272727272727,13.28,595,Medium
1848,22,53.85916909090909,-2.168805909090909,1,6,15,1.5454545454545454,34,29.545454545454547,0.2727272727272727,0.2727272727272727,0.0,0.7272727272727273,0.01167000000000229,0.023320000000000007,0.045454545454545456,0.3181818181818182,13.28,596,Medium
214,8,51.33738125,0.58460375,0,3,5,1.125,9,42.5,0.125,0.25,0.375,1.0,0.002209999999998047,0.0055400000000001,0.0,0.375,13.25,597,Medium
379,13,55.94636769230769,-4.771717692307693,0,5,8,1.4615384615384615,19,30.0,0.3076923076923077,0.3076923076923077,0.0,0.8461538461538461,0.011110000000002174,0.015359999999999374,0.0,0.38461538461538464,13.24,598,Medium
333,28,52.30209107142857,-0.6894803571428572,1,8,19,1.1428571428571428,32,29.642857142857142,0.5,0.25,0.03571428571428571,0.8928571428571429,0.01062000000000296,0.028209999999999957,0.03571428571428571,0.32142857142857145,13.23,599,Medium
1261,10,53.727342,-1.4576509999999998,0,3,7,1.3,13,52.0,0.3,0.2,0.9,2.1,0.008109999999994955,0.010659999999999892,0.0,0.3,13.21,600,Medium
837,5,53.504394000000005,-1.343488,0,2,3,1.6,8,30.0,0.2,0.0,0.4,0.6,0.005189999999998918,0.008549999999999836,0.0,0.4,13.2,601,Medium
1131,5,53.42849199999999,-2.872366,0,2,3,1.2,6,30.0,0.2,0.2,0.0,0.6,0.0041399999999995885,0.008680000000000021,0.0,0.4,13.2,602,Medium
1913,5,52.571957999999995,-1.162198,0,2,3,1.2,6,30.0,0.2,0.2,0.0,0.6,0.006229999999995073,0.004510000000000014,0.0,0.4,13.2,603,Medium
649,5,54.586246,-1.306644,0,2,3,1.0,5,38.0,0.2,0.0,0.2,0.6,0.006999999999997897,0.006990000000000052,0.0,0.4,13.2,604,Medium
2078,5,52.983076000000004,-2.0069879999999998,0,2,3,2.2,11,32.0,0.0,0.0,0.6,0.6,0.00021999999999877673,0.0022700000000002163,0.0,0.4,13.2,605,Medium
2169,5,51.36142199999999,-0.288664,0,2,3,1.0,5,28.0,0.2,0.2,0.2,0.6,0.0026599999999987745,0.012869999999999993,0.0,0.4,13.2,606,Medium
305,7,55.89441142857142,-3.5994,0,2,5,1.5714285714285714,11,62.857142857142854,0.2857142857142857,0.14285714285714285,1.0,2.2857142857142856,0.006719999999994286,0.006510000000000016,0.0,0.2857142857142857,13.15,607,Medium
917,7,53.26628,-2.8040028571428572,0,2,5,1.5714285714285714,11,61.42857142857143,0.14285714285714285,0.2857142857142857,1.0,2.2857142857142856,0.0032700000000005502,0.011169999999999902,0.0,0.2857142857142857,13.15,608,Medium
321,7,55.96245285714286,-3.3062328571428568,1,0,6,1.2857142857142858,9,31.428571428571427,0.5714285714285714,0.14285714285714285,0.0,0.8571428571428571,0.005920000000003256,0.0044599999999999085,0.14285714285714285,0.14285714285714285,13.15,609,Medium
218,7,54.79176857142857,-1.5929685714285713,1,0,6,1.1428571428571428,8,34.285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.8571428571428571,0.005629999999996471,0.010950000000000015,0.14285714285714285,0.14285714285714285,13.15,610,Medium
88,34,53.50228352941176,-2.5222929411764703,0,13,21,1.3529411764705883,46,28.529411764705884,0.23529411764705882,0.4117647058823529,0.0,0.8235294117647058,0.027599999999999625,0.018870000000000164,0.0,0.38235294117647056,13.14,611,Medium
2013,27,53.323013333333336,-0.9463577777777777,1,8,18,1.2222222222222223,33,30.37037037037037,0.18518518518518517,0.2962962962962963,0.0,0.6296296296296297,0.012399999999999523,0.024469999999999992,0.037037037037037035,0.3333333333333333,13.13,612,Medium
1338,16,51.57175875,0.285216875,1,2,13,1.375,22,55.0,0.375,0.125,1.0,2.1875,0.0050600000000002865,0.010559999999999958,0.0625,0.1875,13.13,613,Medium
1397,9,52.86606777777777,-1.56701,0,3,6,1.0,9,50.0,0.2222222222222222,0.0,1.0,1.5555555555555556,0.004510000000003345,0.008380000000000054,0.0,0.3333333333333333,13.12,614,Medium
1845,18,53.75564,-3.0240772222222225,0,7,11,1.2777777777777777,23,27.22222222222222,0.2222222222222222,0.3888888888888889,0.0,0.7222222222222222,0.01530999999999949,0.016739999999999977,0.0,0.3888888888888889,13.12,615,Medium
1456,9,50.970127777777776,0.24578222222222224,0,3,6,1.2222222222222223,11,33.333333333333336,0.1111111111111111,0.2222222222222222,1.0,1.5555555555555556,0.00625999999999749,0.019360000000000016,0.0,0.3333333333333333,13.12,616,Medium
248,9,51.49963111111111,0.23011777777777778,1,0,8,1.3333333333333333,12,48.888888888888886,0.4444444444444444,0.2222222222222222,1.0,2.111111111111111,0.007769999999993615,0.009720000000000006,0.1111111111111111,0.1111111111111111,13.12,617,Medium
418,11,53.48289818181818,-2.8868418181818183,0,4,7,1.0909090909090908,12,28.181818181818183,0.2727272727272727,0.36363636363636365,0.18181818181818182,1.0909090909090908,0.0055499999999995,0.016719999999999846,0.0,0.36363636363636365,13.1,618,Medium
1273,11,53.83912090909091,-1.5987654545454546,0,4,7,1.0909090909090908,12,34.54545454545455,0.36363636363636365,0.36363636363636365,0.09090909090909091,1.0909090909090908,0.007559999999998013,0.0173500000000002,0.0,0.36363636363636365,13.1,619,Medium
2150,11,51.34901090909091,-0.7153036363636364,0,4,7,1.0,11,38.18181818181818,0.18181818181818182,0.36363636363636365,0.2727272727272727,1.0909090909090908,0.006129999999998859,0.020589999999999997,0.0,0.36363636363636365,13.1,620,Medium
19,20,53.4224225,-2.7942535,0,8,12,1.15,23,27.0,0.15,0.25,0.05,0.5,0.01402999999999821,0.01937000000000033,0.0,0.4,13.01,621,Medium
1627,14,51.27485785714286,-0.7516035714285714,0,5,9,1.1428571428571428,16,30.0,0.42857142857142855,0.35714285714285715,0.2857142857142857,1.1428571428571428,0.004010000000000957,0.014429999999999943,0.0,0.35714285714285715,13.01,622,Medium
140,10,53.504966,-1.4458879999999998,0,4,6,1.4,14,29.0,0.1,0.2,0.0,0.5,0.009360000000000923,0.015879999999999894,0.0,0.4,13.01,623,Medium
299,18,50.92386333333334,-1.4669522222222222,0,7,11,1.2222222222222223,22,37.77777777777778,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.6666666666666666,0.010710000000003106,0.010159999999999947,0.0,0.3888888888888889,13.01,624,Medium
369,6,55.86103833333333,-4.403643333333333,0,2,4,1.8333333333333333,11,43.333333333333336,0.3333333333333333,0.5,0.0,1.5,0.004089999999997929,0.016350000000000087,0.0,0.3333333333333333,13.0,625,Medium
1861,6,54.07075666666666,-2.80338,0,2,4,1.1666666666666667,7,46.666666666666664,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.5,0.0055599999999955685,0.0045600000000001195,0.0,0.3333333333333333,13.0,626,Medium
1750,19,51.131963684210525,0.2645357894736842,0,7,12,1.1578947368421053,22,27.894736842105264,0.42105263157894735,0.2631578947368421,0.05263157894736842,0.9473684210526315,0.010600000000003718,0.019950000000000023,0.0,0.3684210526315789,12.96,627,Medium
344,15,52.915762,-1.4035566666666666,1,3,11,1.2,18,41.333333333333336,0.13333333333333333,0.2,0.13333333333333333,0.8,0.008159999999996614,0.021299999999999875,0.06666666666666667,0.26666666666666666,12.94,628,Medium
1231,15,53.72610066666667,-1.7166293333333333,0,6,9,1.1333333333333333,17,28.666666666666668,0.26666666666666666,0.13333333333333333,0.0,0.4666666666666667,0.01080999999999932,0.014110000000000067,0.0,0.4,12.94,629,Medium
1111,13,53.436047692307696,-2.2303084615384616,1,2,10,1.1538461538461537,15,24.615384615384617,0.38461538461538464,0.5384615384615384,0.0,1.0769230769230769,0.008459999999999468,0.012189999999999923,0.07692307692307693,0.23076923076923078,12.93,630,Medium
1760,13,51.15207384615384,0.26540615384615385,0,5,8,1.0769230769230769,14,30.0,0.23076923076923078,0.23076923076923078,0.0,0.6923076923076923,0.010300000000000864,0.015539999999999998,0.0,0.38461538461538464,12.93,631,Medium
2313,11,55.884908181818176,-4.364778181818182,0,4,7,1.4545454545454546,16,30.0,0.36363636363636365,0.45454545454545453,0.0,1.0,0.008749999999999147,0.01097999999999999,0.0,0.36363636363636365,12.91,632,Medium
468,9,55.78204777777778,-3.972265555555556,0,3,6,1.0,9,30.0,0.5555555555555556,0.4444444444444444,0.1111111111111111,1.4444444444444444,0.0058000000000006935,0.02528999999999959,0.0,0.3333333333333333,12.89,633,Medium
1787,7,51.37645285714286,1.3034185714285713,0,3,4,1.0,7,30.0,0.0,0.0,0.0,0.0,0.005870000000001596,0.006999999999999895,0.0,0.42857142857142855,12.86,634,Medium
1083,7,51.11089714285714,-2.9944028571428567,1,0,6,1.7142857142857142,12,32.857142857142854,0.0,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.006389999999996121,0.0030300000000003102,0.14285714285714285,0.14285714285714285,12.86,635,Medium
357,7,53.48498571428571,-1.5345042857142859,0,2,5,1.5714285714285714,11,45.714285714285715,0.14285714285714285,0.42857142857142855,1.0,2.142857142857143,0.004720000000006053,0.0035600000000000076,0.0,0.2857142857142857,12.86,636,Medium
2095,7,51.97589428571428,1.3313657142857143,0,2,5,1.1428571428571428,8,52.857142857142854,0.14285714285714285,0.42857142857142855,0.7142857142857143,2.142857142857143,0.0052400000000005775,0.011200000000000099,0.0,0.2857142857142857,12.86,637,Medium
263,27,56.463644074074075,-2.965614074074074,0,10,17,1.2222222222222223,33,29.62962962962963,0.3333333333333333,0.37037037037037035,0.0,0.8518518518518519,0.0147399999999962,0.024329999999999963,0.0,0.37037037037037035,12.83,638,Medium
118,35,51.43126428571429,-0.3395131428571429,1,11,23,1.0857142857142856,38,22.0,0.2857142857142857,0.17142857142857143,0.0,0.5428571428571428,0.02266999999999797,0.03245999999999999,0.02857142857142857,0.34285714285714286,12.82,639,Medium
1013,10,50.739942,-2.035699,1,1,8,1.1,11,41.0,0.3,0.1,0.2,0.9,0.006920000000000925,0.0142199999999999,0.1,0.2,12.81,640,Medium
2014,15,53.093854666666665,-0.7867086666666666,0,4,11,1.2666666666666666,19,57.333333333333336,0.3333333333333333,0.4,0.7333333333333333,2.4,0.006840000000003954,0.012519999999999976,0.0,0.26666666666666666,12.81,641,Medium
